participant_id,name,age,gender,education,district,taluka,family_income,below_poverty_line,course_enrolled,training_center_id,enrollment_date,current_status,assessment_score,certified,certification_date,placement_status,company_name,job_role,salary_offered,placement_date,job_location,training_satisfaction,would_recommend
PART_02501,Meera Nair 22,27,Male,10th Pass,Pune,Taluka_6,Above 10 Lakhs,Yes,Customer Service,TC_0073,2025-09-23,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02502,Prakash More 53,39,Female,Graduate,Dhule,Taluka_8,5-10 Lakhs,No,Full Stack Development,TC_0292,2025-08-13,Ongoing,,No,,Not Applicable,,,,,,1.0,Maybe
PART_02503,Preeti Chopra 24,31,Female,10th Pass,Thane,Taluka_9,1-3 Lakhs,No,Electrician Training,TC_0031,2025-07-26,Completed,62.0,No,,Placed,Apollo Hospitals,Machine Operator,61474.0,,Mumbai,2.0,Yes
PART_02504,Sunita Kaur 4,39,Female,Diploma,Aurangabad,Taluka_5,1-3 Lakhs,Yes,Full Stack Development,TC_0235,2025-03-03,Certified,56.0,Yes,2025-06-15,Placed,Unacademy,Quality Analyst,16710.0,2025-08-28,Parbhani,,
PART_02505,Anjali Reddy 66,21,Male,Post Graduate,Pune,Taluka_7,1-3 Lakhs,Yes,Retail Management,TC_0449,2025-06-10,Ongoing,,No,,Not Applicable,,,,,,1.0,No
PART_02506,Pooja Joshi 33,42,Female,12th Pass,Dhule,Taluka_3,Above 10 Lakhs,Yes,Medical Lab Technology,TC_0380,2026-08-22,Completed,47.0,No,,Placed,Accenture,UI/UX Designer,52636.0,,Parbhani,4.0,No
PART_02507,Rajesh Kumar 60,22,Male,Diploma,Thane,Taluka_6,Above 10 Lakhs,No,Retail Management,TC_0110,2025-03-07,Certified,60.0,Yes,2025-07-11,Not Placed,,,,,,,
PART_02508,Ramesh Jadhav 33,27,Female,Post Graduate,Jalna,Taluka_2,1-3 Lakhs,Yes,Digital Marketing,TC_0005,2025-02-16,Assessed,54.0,No,,Not Applicable,,,,,,,
PART_02509,Priya Sharma 68,31,Other,Post Graduate,Bhiwandi,Taluka_1,1-3 Lakhs,No,Medical Lab Technology,TC_0327,2026-04-16,Completed,53.0,No,,Not Placed,,,,,,4.0,Yes
PART_02510,Kavita Rao 20,22,Male,Diploma,Bhiwandi,Taluka_4,5-10 Lakhs,No,CNC Operation,TC_0294,2025-08-01,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02511,Sunita Kaur 86,38,Other,Graduate,Kolhapur,Taluka_1,Above 10 Lakhs,Yes,CNC Operation,TC_0413,2025-02-16,Ongoing,,No,,Not Applicable,,,,,,3.0,Maybe
PART_02512,Anjali Reddy 48,27,Female,Graduate,Parbhani,Taluka_5,5-10 Lakhs,Yes,Customer Service,TC_0084,2026-04-21,Certified,73.0,Yes,2026-10-18,Placed,Vedantu,Nurse,25760.0,2026-11-20,Nagpur,,
PART_02513,Mohan Rao 75,34,Other,Graduate,Akola,Taluka_7,1-3 Lakhs,Yes,Automotive Mechanic,TC_0224,2026-05-01,Assessed,59.0,No,,Not Applicable,,,,,,,
PART_02514,Vikram Singh 11,26,Male,Graduate,Chandrapur,Taluka_8,3-5 Lakhs,No,Digital Marketing,TC_0447,2025-03-16,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02515,Arun Kulkarni 62,32,Male,10th Pass,Parbhani,Taluka_6,Above 10 Lakhs,Yes,Warehouse Management,TC_0407,2025-08-17,Completed,63.0,No,,Not Placed,,,,,,5.0,Yes
PART_02516,Nitin Bhosale 51,24,Other,12th Pass,Akola,Taluka_5,1-3 Lakhs,No,Beauty & Wellness,TC_0479,2026-08-07,Ongoing,,No,,Not Applicable,,,,,,1.0,Yes
PART_02517,Rekha Pillai 48,30,Male,Graduate,Nanded,Taluka_3,1-3 Lakhs,No,Electrician Training,TC_0080,2025-01-27,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02518,Vikram Singh 23,43,Other,10th Pass,Amravati,Taluka_7,Below 1 Lakh,No,Customer Service,TC_0343,2026-04-11,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02519,Anjali Reddy 62,19,Male,12th Pass,Chandrapur,Taluka_3,Above 10 Lakhs,No,Medical Lab Technology,TC_0135,2025-08-10,Assessed,84.0,No,,Not Applicable,,,,,,,
PART_02520,Anjali Reddy 19,41,Male,Diploma,Ahmednagar,Taluka_7,1-3 Lakhs,No,Warehouse Management,TC_0191,2026-04-11,Completed,75.0,No,,Placed,Capgemini,Quality Analyst,41938.0,,Parbhani,5.0,No
PART_02521,Rekha Pillai 80,23,Female,12th Pass,Akola,Taluka_10,Above 10 Lakhs,No,Food Processing,TC_0002,2025-03-24,Ongoing,,No,,Not Applicable,,,,,,3.0,Maybe
PART_02522,Mohan Rao 91,44,Female,Graduate,Nashik,Taluka_3,Below 1 Lakh,No,Cloud Computing,TC_0152,2026-03-11,Ongoing,,No,,Not Applicable,,,,,,1.0,Maybe
PART_02523,Usha Menon 3,28,Male,Diploma,Parbhani,Taluka_4,Above 10 Lakhs,Yes,Warehouse Management,TC_0208,2025-06-12,Completed,72.0,No,,Further Studies,,,,,,3.0,Yes
PART_02524,Rekha Pillai 73,29,Female,Diploma,Parbhani,Taluka_2,Below 1 Lakh,No,Retail Management,TC_0220,2025-01-22,Ongoing,,No,,Not Applicable,,,,,,4.0,Maybe
PART_02525,Ramesh Jadhav 79,24,Other,Graduate,Thane,Taluka_8,1-3 Lakhs,Yes,Customer Service,TC_0052,2025-11-06,Ongoing,,No,,Not Applicable,,,,,,2.0,Maybe
PART_02526,Prakash More 11,35,Other,Graduate,Amravati,Taluka_3,3-5 Lakhs,Yes,Warehouse Management,TC_0165,2025-10-19,Ongoing,,No,,Not Applicable,,,,,,1.0,No
PART_02527,Laxmi Hegde 7,32,Female,Diploma,Nanded,Taluka_1,1-3 Lakhs,No,Cloud Computing,TC_0265,2025-11-16,Ongoing,,No,,Not Applicable,,,,,,5.0,No
PART_02528,Priya Sharma 59,18,Female,Diploma,Kolhapur,Taluka_9,1-3 Lakhs,Yes,Retail Management,TC_0168,2025-10-17,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02529,Ramesh Jadhav 61,42,Other,Diploma,Bhiwandi,Taluka_10,1-3 Lakhs,No,Medical Lab Technology,TC_0257,2025-11-12,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02530,Kavita Rao 98,20,Male,Diploma,Jalgaon,Taluka_6,Above 10 Lakhs,Yes,Welding Technology,TC_0038,2025-11-05,Ongoing,,No,,Not Applicable,,,,,,2.0,Maybe
PART_02531,Rekha Pillai 70,40,Male,10th Pass,Dhule,Taluka_3,3-5 Lakhs,Yes,Digital Marketing,TC_0112,2025-12-23,Completed,94.0,No,,Self Employed,,,,,,2.0,Maybe
PART_02532,Rahul Verma 19,25,Other,Diploma,Bhiwandi,Taluka_2,5-10 Lakhs,No,Digital Marketing,TC_0029,2026-04-24,Certified,58.0,Yes,2026-09-10,Placed,Mahindra & Mahindra,Business Analyst,55217.0,2026-11-29,Aurangabad,,
PART_02533,Rajesh Kumar 55,21,Male,10th Pass,Kolhapur,Taluka_9,5-10 Lakhs,No,Customer Service,TC_0275,2025-07-03,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02534,Laxmi Hegde 41,32,Other,Graduate,Chandrapur,Taluka_6,3-5 Lakhs,Yes,Accounting & GST,TC_0054,2026-06-12,Completed,40.0,No,,Placed,ABB India,Machine Operator,61951.0,,Pune,5.0,No
PART_02535,Mohan Rao 30,23,Male,Diploma,Kolhapur,Taluka_10,5-10 Lakhs,Yes,Customer Service,TC_0420,2025-12-26,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02536,Deepa Iyer 42,31,Female,10th Pass,Chandrapur,Taluka_1,Above 10 Lakhs,Yes,Mobile Repair,TC_0039,2026-05-09,Completed,90.0,No,,Not Placed,,,,,,3.0,No
PART_02537,Rajesh Kumar 78,27,Female,Graduate,Chandrapur,Taluka_6,Above 10 Lakhs,Yes,Electrician Training,TC_0458,2026-07-14,Completed,41.0,No,,Self Employed,,,,,,2.0,Yes
PART_02538,Sunita Kaur 44,36,Male,Graduate,Jalgaon,Taluka_5,Below 1 Lakh,Yes,Medical Lab Technology,TC_0079,2025-10-18,Completed,99.0,No,,Not Placed,,,,,,3.0,No
PART_02539,Meera Nair 2,30,Male,Diploma,Nanded,Taluka_9,Above 10 Lakhs,Yes,Warehouse Management,TC_0475,2025-03-07,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02540,Preeti Chopra 18,29,Male,10th Pass,Bhiwandi,Taluka_1,1-3 Lakhs,No,Warehouse Management,TC_0424,2025-03-23,Completed,65.0,No,,Not Placed,,,,,,4.0,No
PART_02541,Vikram Singh 56,34,Other,Graduate,Chandrapur,Taluka_3,Below 1 Lakh,No,Retail Management,TC_0324,2025-05-12,Completed,74.0,No,,Placed,Max Healthcare,Nurse,22431.0,,Nashik,4.0,Maybe
PART_02542,Dinesh Shinde 81,21,Female,12th Pass,Amravati,Taluka_9,5-10 Lakhs,Yes,Digital Marketing,TC_0265,2025-09-03,Ongoing,,No,,Not Applicable,,,,,,4.0,Maybe
PART_02543,Pooja Joshi 25,23,Female,Post Graduate,Chandrapur,Taluka_7,1-3 Lakhs,No,Accounting & GST,TC_0123,2025-03-01,Ongoing,,No,,Not Applicable,,,,,,2.0,No
PART_02544,Dinesh Shinde 16,33,Other,12th Pass,Parbhani,Taluka_7,Below 1 Lakh,No,Accounting & GST,TC_0239,2025-09-01,Certified,71.0,Yes,2026-02-28,Placed,Razorpay,Machine Operator,62741.0,2026-05-06,Aurangabad,,
PART_02545,Mohan Rao 2,36,Female,10th Pass,Nanded,Taluka_8,3-5 Lakhs,Yes,Automotive Mechanic,TC_0260,2025-02-13,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02546,Ashok Pawar 61,19,Other,Graduate,Nanded,Taluka_2,Above 10 Lakhs,Yes,Beauty & Wellness,TC_0384,2026-06-24,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02547,Prakash More 33,29,Male,Diploma,Jalgaon,Taluka_5,5-10 Lakhs,No,Customer Service,TC_0173,2025-06-03,Completed,73.0,No,,Placed,Cognizant,Fitter,21760.0,,Jalgaon,2.0,Maybe
PART_02548,Usha Menon 83,18,Male,10th Pass,Jalna,Taluka_10,5-10 Lakhs,No,Digital Marketing,TC_0420,2025-04-09,Assessed,77.0,No,,Not Applicable,,,,,,,
PART_02549,Mohan Rao 14,31,Male,Post Graduate,Thane,Taluka_3,5-10 Lakhs,No,Automotive Mechanic,TC_0124,2026-08-19,Assessed,83.0,No,,Not Applicable,,,,,,,
PART_02550,Arun Kulkarni 28,22,Male,Graduate,Mumbai,Taluka_9,5-10 Lakhs,No,Welding Technology,TC_0240,2025-03-25,Assessed,85.0,No,,Not Applicable,,,,,,,
PART_02551,Pooja Joshi 53,33,Female,Post Graduate,Akola,Taluka_2,Above 10 Lakhs,No,Digital Marketing,TC_0498,2026-08-11,Assessed,79.0,No,,Not Applicable,,,,,,,
PART_02552,Kavita Rao 89,27,Other,Post Graduate,Thane,Taluka_10,Below 1 Lakh,No,Customer Service,TC_0255,2026-06-11,Completed,86.0,No,,Placed,Apollo Hospitals,Logistics Coordinator,75960.0,,Bhiwandi,5.0,No
PART_02553,Mohan Rao 27,32,Female,10th Pass,Ahmednagar,Taluka_1,Below 1 Lakh,No,Welding Technology,TC_0267,2025-04-27,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02554,Rekha Pillai 43,37,Other,12th Pass,Solapur,Taluka_1,3-5 Lakhs,No,Automotive Mechanic,TC_0457,2026-06-30,Ongoing,,No,,Not Applicable,,,,,,2.0,Maybe
PART_02555,Pooja Joshi 12,23,Female,Post Graduate,Ahmednagar,Taluka_1,Above 10 Lakhs,No,Welding Technology,TC_0482,2025-02-05,Assessed,93.0,No,,Not Applicable,,,,,,,
PART_02556,Nitin Bhosale 69,41,Male,Diploma,Ahmednagar,Taluka_10,Above 10 Lakhs,No,Medical Lab Technology,TC_0423,2025-04-22,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02557,Mohan Rao 51,27,Female,12th Pass,Jalna,Taluka_7,Above 10 Lakhs,Yes,Digital Marketing,TC_0065,2026-02-23,Assessed,45.0,No,,Not Applicable,,,,,,,
PART_02558,Nitin Bhosale 86,18,Female,Post Graduate,Pune,Taluka_1,5-10 Lakhs,No,Electrician Training,TC_0266,2025-12-24,Completed,81.0,No,,Placed,Unacademy,Technician,74007.0,,Akola,1.0,No
PART_02559,Shweta Bhatt 59,30,Other,Post Graduate,Amravati,Taluka_5,1-3 Lakhs,No,Full Stack Development,TC_0125,2026-01-09,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02560,Amit Patel 7,20,Female,10th Pass,Jalgaon,Taluka_3,Below 1 Lakh,Yes,CNC Operation,TC_0292,2025-06-13,Ongoing,,No,,Not Applicable,,,,,,4.0,Yes
PART_02561,Neha Dubey 52,22,Male,12th Pass,Mumbai,Taluka_5,3-5 Lakhs,Yes,Electrician Training,TC_0264,2026-07-21,Certified,68.0,Yes,2026-11-25,Placed,Byju's,Cloud Engineer,66193.0,2026-11-26,Beed,,
PART_02562,Arun Kulkarni 76,37,Male,12th Pass,Amravati,Taluka_8,5-10 Lakhs,No,Customer Service,TC_0070,2026-05-26,Assessed,60.0,No,,Not Applicable,,,,,,,
PART_02563,Sanjay Gupta 67,41,Female,Diploma,Jalgaon,Taluka_3,Below 1 Lakh,No,Warehouse Management,TC_0466,2026-07-25,Completed,91.0,No,,Not Placed,,,,,,3.0,No
PART_02564,Neha Dubey 78,40,Other,10th Pass,Dhule,Taluka_5,5-10 Lakhs,No,Warehouse Management,TC_0031,2026-01-17,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02565,Mohan Rao 82,40,Female,Diploma,Mumbai,Taluka_9,1-3 Lakhs,Yes,Food Processing,TC_0300,2025-06-01,Completed,93.0,No,,Not Placed,,,,,,4.0,Yes
PART_02566,Shweta Bhatt 84,30,Female,Diploma,Thane,Taluka_7,1-3 Lakhs,Yes,Full Stack Development,TC_0100,2025-09-25,Ongoing,,No,,Not Applicable,,,,,,3.0,Yes
PART_02567,Prakash More 67,39,Other,Diploma,Kolhapur,Taluka_8,5-10 Lakhs,Yes,Food Processing,TC_0500,2025-02-03,Completed,41.0,No,,Placed,Bajaj Finserv,Sales Executive,50667.0,,Jalna,3.0,No
PART_02568,Deepa Iyer 34,35,Male,12th Pass,Sangli,Taluka_7,Below 1 Lakh,No,Accounting & GST,TC_0024,2026-08-23,Ongoing,,No,,Not Applicable,,,,,,4.0,Yes
PART_02569,Ramesh Jadhav 1,34,Other,12th Pass,Bhiwandi,Taluka_1,1-3 Lakhs,Yes,Digital Marketing,TC_0097,2026-01-05,Ongoing,,No,,Not Applicable,,,,,,5.0,Maybe
PART_02570,Prakash More 13,18,Other,12th Pass,Bhiwandi,Taluka_1,Above 10 Lakhs,Yes,Retail Management,TC_0088,2026-01-03,Certified,50.0,Yes,2026-06-06,Placed,Crompton Greaves,Machine Operator,59695.0,2026-07-10,Sangli,,
PART_02571,Shweta Bhatt 79,43,Female,Graduate,Latur,Taluka_7,Below 1 Lakh,No,Welding Technology,TC_0170,2026-06-28,Ongoing,,No,,Not Applicable,,,,,,5.0,Yes
PART_02572,Meera Nair 59,19,Other,Graduate,Akola,Taluka_2,1-3 Lakhs,No,Cloud Computing,TC_0331,2026-03-29,Assessed,78.0,No,,Not Applicable,,,,,,,
PART_02573,Meera Nair 23,44,Female,Diploma,Pune,Taluka_10,1-3 Lakhs,Yes,Retail Management,TC_0032,2025-03-30,Assessed,62.0,No,,Not Applicable,,,,,,,
PART_02574,Anjali Reddy 18,35,Female,10th Pass,Nashik,Taluka_5,5-10 Lakhs,Yes,Beauty & Wellness,TC_0086,2026-05-22,Certified,64.0,Yes,2026-09-20,Not Placed,,,,,,,
PART_02575,Manoj Tiwari 68,44,Female,10th Pass,Bhiwandi,Taluka_9,Above 10 Lakhs,Yes,Electrician Training,TC_0182,2025-02-12,Ongoing,,No,,Not Applicable,,,,,,5.0,No
PART_02576,Prakash More 61,23,Male,Graduate,Dhule,Taluka_10,3-5 Lakhs,Yes,Food Processing,TC_0278,2025-06-04,Completed,73.0,No,,Not Placed,,,,,,5.0,No
PART_02577,Nitin Bhosale 25,43,Male,Graduate,Bhiwandi,Taluka_8,Below 1 Lakh,Yes,Food Processing,TC_0239,2026-01-01,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02578,Nitin Bhosale 9,24,Female,12th Pass,Jalna,Taluka_6,Above 10 Lakhs,Yes,Customer Service,TC_0214,2025-12-31,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02579,Neha Dubey 46,28,Other,10th Pass,Pune,Taluka_10,3-5 Lakhs,Yes,Electrician Training,TC_0329,2026-05-07,Completed,70.0,No,,Self Employed,,,,,,2.0,Maybe
PART_02580,Meera Nair 1,28,Male,Post Graduate,Kolhapur,Taluka_2,Above 10 Lakhs,Yes,Electrician Training,TC_0477,2025-12-08,Certified,91.0,Yes,2026-05-26,Placed,Unacademy,Software Developer,57163.0,2026-08-03,Solapur,,
PART_02581,Ashok Pawar 91,19,Female,Post Graduate,Pune,Taluka_9,5-10 Lakhs,Yes,Food Processing,TC_0480,2026-03-14,Completed,81.0,No,,Placed,Cognizant,Cybersecurity Analyst,17640.0,,Chandrapur,1.0,Maybe
PART_02582,Kavita Rao 77,29,Male,10th Pass,Akola,Taluka_7,Below 1 Lakh,No,Food Processing,TC_0297,2026-07-02,Ongoing,,No,,Not Applicable,,,,,,3.0,Maybe
PART_02583,Vikram Singh 53,36,Male,Post Graduate,Pune,Taluka_2,3-5 Lakhs,No,Beauty & Wellness,TC_0152,2026-05-31,Completed,46.0,No,,Not Placed,,,,,,3.0,No
PART_02584,Arun Kulkarni 56,25,Other,12th Pass,Parbhani,Taluka_8,Above 10 Lakhs,Yes,Medical Lab Technology,TC_0094,2025-08-19,Ongoing,,No,,Not Applicable,,,,,,5.0,Maybe
PART_02585,Shweta Bhatt 13,41,Male,Graduate,Thane,Taluka_1,5-10 Lakhs,Yes,Mobile Repair,TC_0130,2026-01-19,Ongoing,,No,,Not Applicable,,,,,,2.0,Maybe
PART_02586,Anjali Reddy 97,21,Male,12th Pass,Nagpur,Taluka_1,5-10 Lakhs,No,Medical Lab Technology,TC_0237,2026-01-25,Completed,43.0,No,,Placed,Tata Motors,Teacher,49088.0,,Parbhani,5.0,Yes
PART_02587,Sanjay Gupta 84,34,Female,12th Pass,Jalgaon,Taluka_9,5-10 Lakhs,No,Welding Technology,TC_0108,2026-01-21,Certified,92.0,Yes,2026-04-25,Self Employed,,,,,,,
PART_02588,Kavita Rao 17,32,Female,Graduate,Parbhani,Taluka_10,1-3 Lakhs,Yes,Digital Marketing,TC_0079,2026-07-03,Certified,64.0,Yes,2026-10-18,Placed,Accenture,Content Writer,39429.0,2026-12-13,Satara,,
PART_02589,Deepa Iyer 8,22,Male,Graduate,Chandrapur,Taluka_10,5-10 Lakhs,Yes,Accounting & GST,TC_0291,2025-03-15,Assessed,86.0,No,,Not Applicable,,,,,,,
PART_02590,Suresh Yadav 52,37,Female,Post Graduate,Chandrapur,Taluka_2,Below 1 Lakh,Yes,Automotive Mechanic,TC_0206,2026-04-05,Completed,74.0,No,,Placed,Vedantu,Supply Chain Analyst,34494.0,,Amravati,3.0,No
PART_02591,Kavita Rao 44,37,Male,Post Graduate,Dhule,Taluka_3,Below 1 Lakh,Yes,Automotive Mechanic,TC_0309,2025-05-28,Assessed,77.0,No,,Not Applicable,,,,,,,
PART_02592,Amit Patel 49,39,Male,Graduate,Nagpur,Taluka_3,5-10 Lakhs,No,Cloud Computing,TC_0265,2025-05-13,Completed,51.0,No,,Self Employed,,,,,,3.0,No
PART_02593,Manoj Tiwari 39,42,Other,12th Pass,Aurangabad,Taluka_10,1-3 Lakhs,Yes,Food Processing,TC_0227,2025-09-10,Certified,63.0,Yes,2026-02-10,Placed,Crompton Greaves,Data Analyst,35840.0,2026-03-11,Nanded,,
PART_02594,Shweta Bhatt 71,39,Other,Graduate,Jalgaon,Taluka_6,3-5 Lakhs,Yes,Full Stack Development,TC_0487,2026-02-07,Completed,67.0,No,,Placed,Godrej Industries,Medical Lab Technician,59744.0,,Sangli,5.0,No
PART_02595,Sneha Deshmukh 32,38,Male,12th Pass,Sangli,Taluka_10,1-3 Lakhs,No,CNC Operation,TC_0455,2026-03-11,Completed,81.0,No,,Not Placed,,,,,,5.0,Yes
PART_02596,Anjali Reddy 62,43,Female,12th Pass,Aurangabad,Taluka_7,1-3 Lakhs,No,Cloud Computing,TC_0462,2025-07-11,Completed,60.0,No,,Placed,HCL,Warehouse Supervisor,62982.0,,Chandrapur,4.0,No
PART_02597,Sanjay Gupta 50,39,Female,12th Pass,Aurangabad,Taluka_5,3-5 Lakhs,No,Electrician Training,TC_0204,2026-03-12,Completed,74.0,No,,Placed,Axis Bank,Data Analyst,59075.0,,Osmanabad,1.0,Yes
PART_02598,Vikram Singh 11,26,Male,12th Pass,Amravati,Taluka_5,3-5 Lakhs,Yes,Customer Service,TC_0407,2026-01-10,Completed,85.0,No,,Further Studies,,,,,,5.0,Yes
PART_02599,Pooja Joshi 19,26,Female,10th Pass,Amravati,Taluka_4,1-3 Lakhs,Yes,Warehouse Management,TC_0386,2025-12-02,Ongoing,,No,,Not Applicable,,,,,,5.0,Yes
PART_02600,Rahul Verma 63,36,Male,Graduate,Mumbai,Taluka_9,5-10 Lakhs,Yes,CNC Operation,TC_0300,2026-07-10,Ongoing,,No,,Not Applicable,,,,,,3.0,Yes
PART_02601,Anil Kamble 37,38,Other,Graduate,Ahmednagar,Taluka_3,Below 1 Lakh,Yes,Digital Marketing,TC_0104,2025-06-28,Completed,46.0,No,,Further Studies,,,,,,3.0,Yes
PART_02602,Manoj Tiwari 75,42,Female,10th Pass,Mumbai,Taluka_2,Above 10 Lakhs,No,Electrician Training,TC_0443,2026-03-14,Ongoing,,No,,Not Applicable,,,,,,4.0,Yes
PART_02603,Sanjay Gupta 97,28,Female,10th Pass,Dhule,Taluka_9,Below 1 Lakh,No,Medical Lab Technology,TC_0367,2026-04-21,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02604,Suresh Yadav 98,32,Female,10th Pass,Thane,Taluka_5,Below 1 Lakh,No,CNC Operation,TC_0460,2025-12-13,Completed,49.0,No,,Placed,Apollo Hospitals,Pharmacy Assistant,71718.0,,Pune,5.0,Yes
PART_02605,Kavita Rao 27,30,Other,10th Pass,Amravati,Taluka_7,Above 10 Lakhs,Yes,Accounting & GST,TC_0245,2026-01-29,Completed,88.0,No,,Not Placed,,,,,,2.0,No
PART_02606,Sneha Deshmukh 68,40,Female,12th Pass,Jalna,Taluka_4,1-3 Lakhs,No,Beauty & Wellness,TC_0355,2025-01-09,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02607,Ashok Pawar 6,35,Female,10th Pass,Sangli,Taluka_5,1-3 Lakhs,No,Food Processing,TC_0003,2025-08-07,Completed,46.0,No,,Not Placed,,,,,,4.0,Yes
PART_02608,Usha Menon 52,24,Other,Diploma,Jalgaon,Taluka_7,1-3 Lakhs,Yes,Beauty & Wellness,TC_0163,2025-07-15,Completed,44.0,No,,Not Placed,,,,,,4.0,Yes
PART_02609,Mohan Rao 4,44,Female,Graduate,Ahmednagar,Taluka_3,Above 10 Lakhs,Yes,Automotive Mechanic,TC_0026,2025-10-15,Assessed,92.0,No,,Not Applicable,,,,,,,
PART_02610,Shweta Bhatt 72,42,Male,Graduate,Nagpur,Taluka_2,1-3 Lakhs,Yes,Food Processing,TC_0122,2025-05-07,Completed,69.0,No,,Self Employed,,,,,,1.0,No
PART_02611,Pooja Joshi 75,26,Male,Diploma,Chandrapur,Taluka_8,3-5 Lakhs,Yes,Medical Lab Technology,TC_0267,2025-07-02,Assessed,95.0,No,,Not Applicable,,,,,,,
PART_02612,Geeta Sawant 37,27,Female,12th Pass,Nanded,Taluka_4,3-5 Lakhs,No,Warehouse Management,TC_0409,2026-02-22,Completed,89.0,No,,Placed,Max Healthcare,Project Coordinator,39331.0,,Parbhani,3.0,No
PART_02613,Rajesh Kumar 12,32,Male,10th Pass,Nanded,Taluka_5,3-5 Lakhs,Yes,Retail Management,TC_0025,2025-06-03,Assessed,60.0,No,,Not Applicable,,,,,,,
PART_02614,Deepa Iyer 78,27,Male,10th Pass,Sangli,Taluka_2,Below 1 Lakh,No,Customer Service,TC_0352,2026-08-18,Completed,54.0,No,,Placed,HCL,Cybersecurity Analyst,23009.0,,Beed,1.0,Yes
PART_02615,Preeti Chopra 51,38,Female,12th Pass,Solapur,Taluka_3,Below 1 Lakh,Yes,Retail Management,TC_0084,2025-09-10,Certified,58.0,Yes,2025-12-30,Placed,Tech Mahindra,Machine Learning Engineer,52557.0,2026-01-13,Chandrapur,,
PART_02616,Sneha Deshmukh 64,36,Male,12th Pass,Amravati,Taluka_10,1-3 Lakhs,Yes,Beauty & Wellness,TC_0103,2026-01-13,Certified,75.0,Yes,2026-04-26,Placed,Cognizant,Medical Lab Technician,53582.0,2026-05-18,Mumbai,,
PART_02617,Geeta Sawant 25,31,Female,Post Graduate,Kolhapur,Taluka_2,Below 1 Lakh,No,Beauty & Wellness,TC_0067,2026-06-19,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02618,Preeti Chopra 85,44,Male,Graduate,Nashik,Taluka_7,Below 1 Lakh,Yes,Customer Service,TC_0045,2025-08-14,Completed,50.0,No,,Not Placed,,,,,,2.0,Maybe
PART_02619,Amit Patel 55,34,Other,Post Graduate,Akola,Taluka_2,Below 1 Lakh,No,Medical Lab Technology,TC_0076,2026-04-22,Completed,59.0,No,,Not Placed,,,,,,2.0,No
PART_02620,Kavita Rao 81,28,Male,Graduate,Pune,Taluka_4,3-5 Lakhs,Yes,Data Analytics,TC_0264,2026-02-15,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02621,Meera Nair 39,31,Male,Diploma,Dhule,Taluka_6,1-3 Lakhs,Yes,Data Analytics,TC_0112,2026-06-13,Completed,53.0,No,,Not Placed,,,,,,3.0,No
PART_02622,Rajesh Kumar 73,32,Female,12th Pass,Sangli,Taluka_5,Below 1 Lakh,No,Full Stack Development,TC_0025,2026-05-12,Completed,98.0,No,,Not Placed,,,,,,2.0,Yes
PART_02623,Rajesh Kumar 58,21,Female,Post Graduate,Nagpur,Taluka_9,1-3 Lakhs,Yes,Mobile Repair,TC_0337,2025-02-10,Certified,95.0,Yes,2025-06-13,Placed,HCL,Teacher,19560.0,2025-08-26,Pune,,
PART_02624,Neha Dubey 3,31,Other,Diploma,Sangli,Taluka_8,1-3 Lakhs,No,Data Analytics,TC_0195,2025-03-31,Ongoing,,No,,Not Applicable,,,,,,5.0,Yes
PART_02625,Prakash More 66,34,Other,Post Graduate,Ahmednagar,Taluka_5,1-3 Lakhs,Yes,Automotive Mechanic,TC_0242,2026-04-11,Dropped Out,,No,,Not Applicable,,,,,,,
PART_02626,Anjali Reddy 26,35,Female,12th Pass,Nagpur,Taluka_4,1-3 Lakhs,Yes,Data Analytics,TC_0440,2026-02-18,Certified,79.0,Yes,2026-08-03,Placed,Zerodha,Sales Executive,55724.0,2026-09-04,Raigad,,
PART_02627,Mohan Rao 58,33,Other,Graduate,Akola,Taluka_8,1-3 Lakhs,Yes,Beauty & Wellness,TC_0297,2026-02-01,Assessed,98.0,No,,Not Applicable,,,,,,,
PART_02628,Amit Patel 89,42,Male,Diploma,Chandrapur,Taluka_8,Below 1 Lakh,No,Customer Service,TC_0458,2025-06-21,Certified,86.0,Yes,2025-10-18,Placed,IBM,Logistics Coordinator,76272.0,2025-11-26,Bhiwandi,,
